season,round,date_utc,venue,home_team,away_team,home_goals,home_behinds,home_score,away_goals,away_behinds,away_score,winner_team,margin,is_final,is_grand_final,game_id
2024,24,2024-08-25 12:30:00,Eureka Stadium,Western Bulldogs,Greater Western Sydney,14,14,98,9,7,61,Western Bulldogs,37,0,0,35905
2024,24,2024-08-25 15:20:00,Docklands,Carlton,St Kilda,11,8,74,11,10,76,St Kilda,-2,0,0,35899
2024,24,2024-08-25 18:10:00,Perth Stadium,Fremantle,Port Adelaide,9,13,67,13,9,87,Port Adelaide,-20,0,0,35906
2024,25,2024-09-05 19:40:00,Adelaide Oval,Port Adelaide,Geelong,7,12,54,20,18,138,Geelong,-84,3,0,35910
2024,25,2024-09-06 19:40:00,M.C.G.,Western Bulldogs,Hawthorn,9,8,62,14,15,99,Hawthorn,-37,2,0,35908
2024,25,2024-09-07 15:20:00,S.C.G.,Sydney,Greater Western Sydney,13,10,88,12,10,82,Sydney,6,3,0,35909
2024,25,2024-09-07 19:30:00,Gabba,Brisbane Lions,Carlton,14,15,99,11,5,71,Brisbane Lions,28,2,0,35907
2024,26,2024-09-13 19:40:00,Adelaide Oval,Port Adelaide,Hawthorn,11,9,75,11,6,72,Port Adelaide,3,4,0,35912
2024,26,2024-09-14 19:30:00,Sydney Showground,Greater Western Sydney,Brisbane Lions,15,10,100,15,15,105,Brisbane Lions,-5,4,0,35911
2024,27,2024-09-20 19:40:00,S.C.G.,Sydney,Port Adelaide,14,11,95,8,11,59,Sydney,36,5,0,36462
2024,27,2024-09-21 17:15:00,M.C.G.,Geelong,Brisbane Lions,12,13,85,14,11,95,Brisbane Lions,-10,5,0,36463
2024,28,2024-09-28 14:30:00,M.C.G.,Sydney,Brisbane Lions,9,6,60,18,12,120,Brisbane Lions,-60,6,1,35915
